"Certification ID","Organisation Name","Date Authorised","Status","Reason for status change","Status effective from date","Measures offered"
"NAPI16553","Solar Panels & Inverters (North Wales) Limited","20/02/2013","Withdrawn","ceased trading","24/09/2015","MCS Certificated?"
"NAPI16222","Solar Strategies Ltd","27/02/2013","Authorised","Initial authorisation","27/02/2013","Photovoltaics,MCS Certificated?"
"NAPI15930","Energy My Way (CB) Ltd T/A Energy My Way","19/02/2013","Withdrawn","non-renewal of membership","21/08/2015","Photovoltaics,MCS Certificated?"
"NAPI20773","Hall Construction Group Limited","07/02/2013","Withdrawn","non-renewal of membership","13/04/2017","Green Deal Cashback Scheme,Biomass boilers,Biomass room heaters (including with radiators),Ground source heat pumps,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI13754","Haysham Ltd","05/02/2013","Withdrawn","voluntary withdrawal","26/10/2015","Photovoltaics,MCS Certificated?"
"NAPI20940","Pro-Heating Services Limited","29/08/2012","Authorised","Initial authorisation","29/08/2012","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation"
"NAPI21191","Keepmoat Regeneration Limited","21/12/2012","Authorised","Initial authorisation","21/12/2012","Cavity wall insulation,External wall insulation systems,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Photovoltaics,Roof insulation,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI13767","Investment Renewables Ltd","10/01/2013","Withdrawn","voluntary withdrawal","21/10/2015","Photovoltaics,MCS Certificated?"
"NAPI15503","Axolve Limited","14/01/2013","Authorised","Initial authorisation","14/01/2013","Ground source heat pumps,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI19823","John Paskell (Plumbing) Limited","09/01/2013","Withdrawn","non-renewal of membership","04/08/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation"
"NAPI20802","Energie Solutions Ltd","16/02/2016","Authorised","Initial authorisation","03/01/2013","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control)"
"NAPI16039","New generation Solar Ltd","08/01/2013","Authorised","Initial authorisation","08/01/2013","Photovoltaics,Solar water heating,MCS Certificated?"
"NAPI17999","C.R.D Birtles Ltd","17/12/2012","Withdrawn","non-renewal of membership","16/08/2016","Air source heat pumps,MCS Certificated?"
"NAPI20150","Andy's Gas & Marine Services Limited","07/12/2012","Authorised","Initial authorisation","07/12/2012","Photovoltaics,Solar water heating,MCS Certificated?"
"NAPI13613","Vonart Developments Ltd","12/12/2012","Authorised","Initial authorisation","12/12/2012","Ground source heat pumps,Photovoltaics,Air source heat pumps,MCS Certificated?"
"NAPI13538","Earth Fuel Scotland LLP","04/12/2012","Authorised","Initial authorisation","04/12/2012","Photovoltaics,MCS Certificated?"
"NAPI12142","Matthews & Tannert Limited","28/11/2012","Withdrawn","non-renewal of membership","20/04/2016","Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI19618","J M Brewer Limited","27/11/2012","Withdrawn","voluntary withdrawal","14/07/2015","Ground source heat pumps,Air source heat pumps,MCS Certificated?"
"NAPI13609","BSW Building Services Ltd","22/11/2012","Authorised","Initial authorisation","22/11/2012","Biomass boilers,Biomass room heaters (including with radiators),Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI14167","SAS & Trewartha's Plumbing & Heating Ltd","21/11/2012","Withdrawn","non-renewal of membership","19/10/2015","Biomass boilers,Ground source heat pumps,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI17110","Blake Ecotec Limited","16/11/2012","Withdrawn","non-renewal of membership","18/05/2016","Biomass boilers,Ground source heat pumps,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI9839","Halford Electrical","16/11/2012","Authorised","Initial authorisation","16/11/2012","Photovoltaics"
"NAPI14399","Sutcliffe Plumbing & Heating (South West) Limited","07/11/2012","Authorised","Initial authorisation","07/11/2012","Green Deal Cashback Scheme,Air source heat pumps,MCS Certificated?"
"NAPI8083","Mid Wales Log Burners & Flues Ltd","05/11/2012","Authorised","Initial authorisation","05/11/2012","Biomass boilers,Photovoltaics,Solar water heating,MCS Certificated?"
"NAPI11288","1st Line Electrics","03/11/2012","Withdrawn","non-renewal of membership","12/02/2016","Photovoltaics"
"NAPI7548","R U Switched On Ltd","01/11/2012","Authorised","Initial authorisation","01/11/2012","Photovoltaics,MCS Certificated?"
"NAPI18656","Green Team Partnership Ltd","30/10/2012","Authorised","Initial authorisation","30/10/2012","Biomass boilers,Photovoltaics,MCS Certificated?"
"NAPI14603","Amelio Enterprises Ltd t/a Amelio Energy","29/10/2012","Authorised","Initial authorisation","29/10/2012","Photovoltaics,MCS Certificated?"
"NAPI16348","Thompson Ellis Ltd","25/10/2012","Authorised","initial authorisation","30/07/2015","Biomass boilers,Biomass room heaters (including with radiators),Ground source heat pumps,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI20426","Solarsol Scotland Limited","22/10/2012","Authorised","Initial authorisation","22/10/2012","Green Deal Cashback Scheme,Cylinder thermostats,Fan-assisted replacement storage heaters,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Oil-fired condensing boilers,MCS Certificated?"
"NAPI20517","Sims Solar Limited","22/10/2012","Authorised","Initial authorisation","22/10/2012","Photovoltaics,Solar water heating,MCS Certificated?"
"NAPI14908","Solar Power GB Limited","18/10/2012","Authorised","Initial authorisation","18/10/2012","Photovoltaics,Solar water heating,MCS Certificated?"
"NAPI14114","Horizon Systems Ltd","16/10/2012","Authorised","Initial authorisation","16/10/2012","Photovoltaics,MCS Certificated?"
"NAPI11940","Homeco Technologies Ltd t/a Homeco Energy","16/10/2012","Authorised","Initial authorisation","16/10/2012","Photovoltaics,Air source heat pumps,MCS Certificated?"
"NAPI18912","New Sun","12/10/2012","Withdrawn","non-renewal of membership","02/12/2016","Photovoltaics,MCS Certificated?"
"NAPI19175","M.E.S Electrical And Solar Limited","10/10/2012","Authorised","Initial authorisation","10/10/2012","Photovoltaics,MCS Certificated?"
"NAPI13126","Ecosunpower","09/10/2012","Authorised","Initial authorisation","09/10/2012","Photovoltaics"
"NAPI15821","Curtis Heating & Energy Solutions Ltd","08/10/2012","Authorised","Initial authorisation","08/10/2012","Biomass boilers,Ground source heat pumps,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI14438","M&J Electrical Contractors Limited","04/10/2012","Authorised","Initial authorisation","04/10/2012","Photovoltaics,MCS Certificated?"
"NAPI15137","MIG Renewable Technologies Limited","04/10/2012","Authorised","Initial authorisation","04/10/2012","Photovoltaics,MCS Certificated?"
"NAPI15123","Redmond Group (Yorkshire) Limited","03/10/2012","Withdrawn","non-renewal of membership","02/02/2017","Green Deal Cashback Scheme,Air source heat pumps,MCS Certificated?"
"NAPI19552","Ocean Solar Ltd","02/10/2012","Authorised","Initial authorisation","02/10/2012","Photovoltaics,Solar water heating,MCS Certificated?"
"NAPI15681","Solec Energy Solutions Ltd","23/09/2012","Authorised","Initial authorisation","23/09/2012","Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI14896","Infinity Energy Services Limited","20/09/2012","Authorised","Initial authorisation","20/09/2012","Photovoltaics,MCS Certificated?"
"NAPI12822","G James Electrical Ltd t/a Green World Consultancy","20/09/2012","Withdrawn","non-renewal of membership","07/07/2016","Photovoltaics,MCS Certificated?"
"NAPI14510","Mull Renewables Investments Limited","17/09/2012","Authorised","Initial authorisation","17/09/2012","Micro wind generation,MCS Certificated?"
"NAPI12864","Kingsley Eco Solutions Ltd","17/09/2012","Withdrawn","non-renewal of membership","15/07/2015","Photovoltaics,MCS Certificated?"
"NAPI17595","Parkhouse Building Services Ltd","14/06/2013","Withdrawn","non-renewal of membership","29/06/2016","Biomass boilers,Biomass room heaters (including with radiators),Photovoltaics,MCS Certificated?"
"NAPI17327","ICARUS Electrical & Solar Limited t/a Icarus Electrical/Icarus Solar Power","10/09/2012","Authorised","Initial authorisation","10/09/2012","Photovoltaics,MCS Certificated?"
"NAPI17787","A&T Solar-Electrical Ltd","08/09/2012","Withdrawn","non-renewal of membership","19/05/2016","Photovoltaics,MCS Certificated?"
"NAPI13078","C Changes Ltd","06/09/2012","Withdrawn","ceased trading","05/04/2016","Photovoltaics"
"NAPI12626","Sky Flair Ltd","06/09/2012","Authorised","Initial authorisation","06/09/2012","Biomass boilers,Photovoltaics,Solar water heating,MCS Certificated?"
"NAPI14203","Wilts Electrical Contracting Ltd","05/09/2012","Authorised","Initial authorisation","05/09/2012","Biomass boilers,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI11002","Andrew Pipework Services Limited","05/09/2012","Authorised","Initial authorisation","05/09/2012","Solar water heating,MCS Certificated?"
"NAPI16555","Foster Renewable Energies Limited","04/09/2012","Authorised","Initial authorisation","04/09/2012","Green Deal Cashback Scheme,Ground source heat pumps,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI17429","Northburn Solar Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI17762","Enviro-Heat NW Ltd","31/08/2012","Authorised","initial authorisation","19/08/2015","Green Deal Cashback Scheme,Ground source heat pumps,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI14953","Menai Heating Limited","31/08/2012","Authorised","Initial authorisation","31/08/2012","Green Deal Cashback Scheme,Biomass boilers,Cylinder thermostats,Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Oil-fired condensing boilers,Roof insulation,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI16764","KG Insulation Ltd","29/08/2012","Withdrawn","voluntary withdrawal","04/03/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Photovoltaics,Pipe-work insulation,MCS Certificated?"
"NAPI12128","Solar4us Ltd","23/08/2012","Authorised","Initial authorisation","23/08/2012","Photovoltaics,MCS Certificated?"
"NAPI19170","Northern Renewable Green Systems Ltd","22/08/2012","Withdrawn","non-renewal of membership","01/07/2016","Photovoltaics,MCS Certificated?"
"NAPI17370","Cousins Conservatories Ltd T/A Cousins Energy Solutions","20/08/2012","Withdrawn","ceased trading","17/03/2016","Green Deal Cashback Scheme,Cylinder thermostats,External wall insulation systems,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),High performance external doors,Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Photovoltaics,Replacement glazing,Secondary glazing,MCS Certificated?"
"NAPI18399","M.S. Electrical Engineers & Contractors Limited","17/08/2012","Withdrawn","voluntary withdrawal","03/09/2015","Photovoltaics,Air source heat pumps,MCS Certificated?"
"NAPI17783","City Technical Services (UK) Ltd","17/08/2012","Authorised","Initial authorisation","17/08/2012","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Internal wall insulation (of external walls) systems,Oil-fired condensing boilers"
"NAPI12505","Chris Stephens Electrical Services Limited","17/08/2012","Withdrawn","non-renewal of membership","22/09/2016","Green Deal Cashback Scheme,Biomass boilers,MCS Certificated?"
"NAPI7527","Engenius Limited","17/08/2012","Authorised","Initial authorisation","17/08/2012","Photovoltaics,MCS Certificated?"
"NAPI12598","Thermadetect Ltd","16/08/2012","Withdrawn","voluntary withdrawal","13/10/2015","Photovoltaics,MCS Certificated?"
"NAPI13274","ACE Solar Ltd","14/08/2012","Authorised","Initial authorisation","14/08/2012","Photovoltaics,Air source heat pumps,MCS Certificated?"
"NAPI12917","Roland Hills Ltd","14/08/2012","Authorised","Initial authorisation","14/08/2012","Biomass boilers,Ground source heat pumps,Photovoltaics,Air source heat pumps,MCS Certificated?"
"NAPI13859","Light and Land Energy Ltd","13/02/2013","Authorised","Initial authorisation","13/02/2013","Biomass boilers,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NAPI14700","Alpha Heating (Chesterfield) Ltd","21/06/2016","Authorised","Initial authorisation","05/08/2012","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control)"
"NAPI13967","Solaplug Ltd","02/10/2012","Authorised","Initial authorisation","02/10/2012","Biomass room heaters (including with radiators),Solar water heating,MCS Certificated?"
"FENI19315","Symphony Windows, Doors & conservatories Ltd","22/11/2013","Withdrawn","non-renewal of membership","30/10/2015","High performance external doors,Replacement glazing,Secondary glazing"
"FENI302901","Lister Trade Frames Ltd","18/04/2013","Authorised","Initial authorisation","18/04/2013","High performance external doors,Replacement glazing,Secondary glazing"
"FENI33380","The Window Company (Contracts) Ltd","28/01/2013","Authorised","Initial authorisation","28/01/2013","High performance external doors,Replacement glazing,Secondary glazing"
"ELCI32201","R W Bell (Electrical) Pitlochry Ltd","12/09/2014","Authorised","Initial authorisation","12/09/2014","Ground source heat pumps,Photovoltaics,Air source heat pumps,MCS Certificated?"
"ELCI54744","Solartech Installations Ltd","29/08/2014","Authorised","Initial authorisation","29/08/2014","Photovoltaics,Solar water heating,MCS Certificated?"
"ELCI60004","Solar Money Saving Limited","22/08/2014","Authorised","Initial authorisation","22/08/2014","Photovoltaics,MCS Certificated?"
"ELCI60434","N.E.P. Energy Service Limited","08/08/2014","Authorised","Initial authorisation","08/08/2014","Green Deal Cashback Scheme,External wall insulation systems,Internal wall insulation (of external walls) systems"
"ELCI60431","Pro Insulation Ltd","01/08/2014","Authorised","Initial authorisation","01/08/2014","Green Deal Cashback Scheme,External wall insulation systems"
"ELCI54443","The Green Heat Team Ltd","26/06/2014","Withdrawn","voluntary withdrawal","18/11/2016","Biomass boilers,Solar water heating,MCS Certificated?"
"ELCI54040","Engineering Support Partnership Ltd","11/04/2014","Authorised","Initial authorisation","11/04/2014","Biomass boilers,Micro combined heat and power,MCS Certificated?"
"ELCI59633","Gas Renewable Solutions Limited","04/04/2014","Authorised","initial authorisation","21/07/2015","Green Deal Cashback Scheme,Biomass boilers,Cavity wall insulation,External wall insulation systems,Flue gas heat recovery devices,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Oil-fired condensing boilers,Photovoltaics,Pipe-work insulation,Secondary glazing,Air source heat pumps,MCS Certificated?"
"ELCI32558","Robert Heath Heating Ltd","31/01/2014","Withdrawn","voluntary withdrawal","20/05/2016","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),MCS Certificated?"
"ELCI35915","Green Contractors Ltd","24/01/2014","Authorised","Initial authorisation","24/01/2014","Green Deal Cashback Scheme,External wall insulation systems"
"ELCI56309","Solar Heat Tech","10/01/2014","Withdrawn","voluntary withdrawal","16/02/2016","Biomass boilers,Air source heat pumps,MCS Certificated?"
"ELCI54610","Sunstation Ltd","13/12/2013","Withdrawn","voluntary withdrawal","18/11/2016","Photovoltaics,MCS Certificated?"
"ELCI54771","Lakes Solar Solutions Ltd","13/11/2013","Withdrawn","voluntary withdrawal","16/02/2016","Photovoltaics,MCS Certificated?"
"ELCI59331","Eco-lectrical Ltd","08/11/2013","Withdrawn","voluntary withdrawal","14/12/2015","Green Deal Cashback Scheme,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Photovoltaics,MCS Certificated?"
"ELCI55828","Newave Heating Ltd","05/11/2013","Withdrawn","non-compliance","14/09/2015","Green Deal Cashback Scheme,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),MCS Certificated?"
"ELCI57589","Ground Sun Limited","05/11/2013","Authorised","Initial authorisation","05/11/2013","Ground source heat pumps,Air source heat pumps,MCS Certificated?"
"ELCI59332","Easy Plumbing + Heating Ltd","04/11/2013","Withdrawn","non-compliance","16/02/2016","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system)"
"ELCI59388","H & F Gas Service Ltd","18/10/2013","Withdrawn","non-compliance","14/12/2015","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system)"
"ELCI54895","J W Grieve Border Gas Ltd","04/10/2013","Authorised","Initial authorisation","04/10/2013","Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Oil-fired condensing boilers,Solar water heating,Air source heat pumps,MCS Certificated?"
"ELCI54472","Eclipse Solar (UK) Ltd","04/10/2013","Withdrawn","voluntary withdrawal","18/11/2016","Ground source heat pumps,Photovoltaics,Air source heat pumps,MCS Certificated?"
"ELCI59130","Combicare","23/08/2013","Withdrawn","voluntary withdrawal","10/09/2015","Green Deal Cashback Scheme,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system)"
"ELCI54025","High Efficiency Heating UK Ltd","13/08/2013","Withdrawn","voluntary withdrawal","24/07/2015","Green Deal Cashback Scheme,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),MCS Certificated?"
"ELCI1579","Huyton Plumbing & Heating Ltd","26/07/2013","Authorised","Initial authorisation","26/07/2013","Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Oil-fired condensing boilers,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"ELCI32553","4 Seasons Solutions","05/07/2013","Authorised","Initial authorisation","05/07/2013","Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"ELCI54203","Solar Electricity Solutions Ltd T/A Solar Electricity Systems","05/07/2013","Withdrawn","non-compliance","13/11/2015","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Loft or rafter insulation (including loft hatch insulation),Photovoltaics,Solar water heating,MCS Certificated?"
"ELCI54810","Solar Panel Heating Ltd","02/07/2013","Withdrawn","non-compliance","12/10/2015","Green Deal Cashback Scheme,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Under-floor heating,MCS Certificated?"
"ELCI55315","0800 Repair (Pacifica Home Services Ltd)","21/06/2013","Authorised","Initial authorisation","21/06/2013","Green Deal Cashback Scheme,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Oil-fired condensing boilers"
"ELCI54675","Gillies Gas & Renewables","21/06/2013","Withdrawn","non-compliance","20/10/2016","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),MCS Certificated?"
"ELCI54089","UK Alternative Energy","14/06/2013","Authorised","Initial authorisation","14/06/2013","Green Deal Cashback Scheme,External wall insulation systems,Photovoltaics,Solar water heating,MCS Certificated?"
"ELCI54630","Luxco Energy Ltd","16/05/2013","Withdrawn","non-compliance","14/03/2016","Photovoltaics,Solar water heating,MCS Certificated?"
"ELCI54303","Swale Heating Ltd","16/05/2013","Authorised","initial authorisation","18/11/2016","Green Deal Cashback Scheme,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),MCS Certificated?"
"ELCI54447","Colin Laver Heating Ltd","10/05/2013","Authorised","Initial authorisation","10/05/2013","Green Deal Cashback Scheme,Flue gas heat recovery devices,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Oil-fired condensing boilers,Photovoltaics,Solar water heating,Under-floor heating,Air source heat pumps,MCS Certificated?"
"ELCI31188","Blue Flame (Colchester) Ltd","10/05/2013","Withdrawn","voluntary withdrawal","16/02/2016","Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"ELCI56385","Oil Facilites Ltd","02/05/2013","Authorised","Initial authorisation","02/05/2013","Biomass boilers,Solar water heating,MCS Certificated?"
"ELCI54358","Opus Green Limited","25/04/2013","Withdrawn","voluntary withdrawal","25/09/2015","Green Deal Cashback Scheme,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Photovoltaics,Air source heat pumps,MCS Certificated?"
"ELCI54351","Prestige Solar & Heating Ltd","24/04/2013","Withdrawn","voluntary withdrawal","18/11/2016","Green Deal Cashback Scheme,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"ELCI54435","APG Domestic Services Ltd","12/04/2013","Authorised","initial authorisation","18/11/2016","Biomass boilers,Ground source heat pumps,Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"ELCI54517","Eclipse Renewable Energy Ltd","22/03/2013","Withdrawn","voluntary withdrawal","23/10/2015","Photovoltaics,MCS Certificated?"
"ELCI54111","1Sunpath","22/03/2013","Withdrawn","non-compliance","23/10/2015","Photovoltaics,MCS Certificated?"
"ELCI54217","British Gas New Heating Ltd","10/01/2013","Withdrawn","voluntary withdrawal","24/03/2016","Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Micro combined heat and power,Solar water heating,MCS Certificated?"
"BEN100310","Norton Energy Services Ltd","08/08/2014","Authorised","re-authorised","21/10/2016","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Oil-fired condensing boilers"
"BBAI9039","Mario Insulation Ltd","22/09/2014","Authorised","Initial authorisation","22/09/2014","Green Deal Cashback Scheme,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4009","1st Choice Insulations","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4155","Downs Energy Ltd","01/09/2012","Authorised","re-authorised","04/11/2016","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems"
"BBAI4052","DS Insulations","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI1243","Dyson Energy Services","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Draught proofing,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Room in roof insulation"
"BBAI4035","Dyson Energy Services","01/09/2012","Authorised","re-authorised","13/04/2017","Cavity wall insulation,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4141","Dyson Energy Services","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Draught proofing,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4034","Dyson Energy Services","01/09/2012","Withdrawn","non-renewal of membership","03/02/2017","Cavity wall insulation,Draught proofing,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4140","Dyson Energy Services","01/09/2012","Withdrawn","non-renewal of membership","06/04/2017","Cavity wall insulation,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4192","Ecowarm Energy Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3583","Heatex Quality Insulations Ltd","01/09/2012","Withdrawn","non-compliance","10/06/2016","Green Deal Cashback Scheme"
"BBAI3303","Energycare Insulations Ltd","01/09/2012","Authorised","re-authorised","04/12/2015","Cavity wall insulation"
"BBAI4187","E.ON Energy Installation Services Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3549","InBuild Solutions Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation"
"BBAI4198","Everwarm Group Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Room in roof insulation,Under-floor insulation"
"BBAI4064","Foamseal Ltd","01/09/2012","Withdrawn","non-renewal of membership","27/04/2017","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation"
"BBAI4077","Gabriel Insulation Services Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4116","GCSI Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4190","Go Green Insulations Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4213","Green Deal Solutions","25/10/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,External wall insulation systems"
"BBAI3287","Heat Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4016","EnergyCare Group Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3249","United Insulations Ltd","01/09/2012","Withdrawn","non-compliance","27/11/2015","Green Deal Cashback Scheme"
"BBAI3675","Summit Insulation Ltd","01/09/2012","Withdrawn","non-compliance","27/11/2015","Green Deal Cashback Scheme"
"BBAI4102","Sustain Services Ltd","13/12/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,External wall insulation systems"
"BBAI3721","Tameside Energy Services Ltd","01/09/2012","Withdrawn","non-compliance","27/11/2015",""
"BBAI4076","Tameside Energy Services Ltd","01/09/2012","Withdrawn","non-compliance","27/11/2015",""
"BBAI4239","Team 42 Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4235","The Global Energy Saving Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3062","The Warmer Group Ltd","01/09/2012","Authorised","re-authorised","09/12/2016","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3221","Downs (Insulation & Electrical) Ltd","01/09/2012","Withdrawn","non-compliance","22/01/2016","Green Deal Cashback Scheme"
"BBAI4088","Titan Insulations Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
